sku,date,channel,region,units_sold,stock_available,promotion_flag,price_unit,delivery_days,delivered_qty,is_holiday_peak,week_number,month_m,year_y,is_holiday_week,is_summer,is_winter,sku_age,lifecycle_stage,lag_1,lag_2,rolling_mean_4,rolling_std_4,momentum,target_next_week,price_avg,promo_rate,stock_avg,deliveries,avg_temp,inflation_index,school_in_session,category_trend,event_score,pack_type
MI-006,3/14/2022,Retail,PL-South,100,120.5714286,1,5.607142857,2.571428571,221,False,11,3,2022,0,0,0,8,Growth,61,112,73.5,28.26658805,-51,124,5.607142857,0.142857143,120.5714286,7,18.30005453,222.1709652,1,1.141868093,0,
MI-006,3/14/2022,Retail,PL-North,116,200.4,1,4.436,2.2,179,False,11,3,2022,0,0,0,8,Growth,66,117,85.25,22.05107707,-51,165,4.436,0.2,200.4,5,19.10163101,205.1283449,1,1.139225921,0,
MI-006,3/14/2022,Retail,PL-Central,75,136.1666667,0,6.308333333,2.666666667,188,False,11,3,2022,0,0,0,8,Growth,59,70,69,10.98483804,-11,109,6.308333333,0,136.1666667,6,16.91787518,190.3879111,1,1.136158699,0,
MI-006,3/14/2022,E-commerce,PL-South,150,166.2857143,1,6.05,3.142857143,159,False,11,3,2022,0,0,0,8,Growth,71,80,78.25,18.60779407,-9,130,6.05,0.142857143,166.2857143,7,8.575901667,176.5254348,1,1.132534355,0,
MI-006,3/14/2022,E-commerce,PL-North,44,95.8,0,5.42,3.2,171,False,11,3,2022,0,0,0,8,Growth,73,87,81.5,6.806859286,-14,112,5.42,0,95.8,5,3.988925772,159.7462337,1,1.128104569,0,
MI-006,3/14/2022,Discount,PL-North,97,177,0,6.04,2.6,202,False,11,3,2022,0,0,0,8,Growth,53,82,72,29.51835587,-29,78,6.04,0,177,5,8.046452067,115.3966255,1,1.100868502,0,
MI-006,3/14/2022,Discount,PL-Central,88,133.1428571,1,6.161428571,2.571428571,136,False,11,3,2022,0,0,0,8,Growth,59,106,79,19.71463078,-47,89,6.161428571,0.142857143,133.1428571,7,14.29600166,101.1591552,1,1.032188758,0,
MI-006,3/21/2022,E-commerce,PL-North,112,174.2,0,4.56,3,214,False,12,3,2022,0,0,0,9,Growth,44,73,70.75,18.73276986,-29,95,4.56,0,174.2,5,5.330086237,159.9043387,1,1.1281376,0,
MI-006,3/21/2022,Discount,PL-North,78,136.2,0,6.414,2.8,207,False,12,3,2022,0,0,0,9,Growth,97,53,85.25,24.17126393,44,112,6.414,0,136.2,5,7.72310607,115.3298154,1,1.10099712,0,
MI-006,3/21/2022,Retail,PL-South,124,152.6666667,1,3.45,2,211,False,12,3,2022,0,0,0,9,Growth,100,61,79.75,31.30894441,39,128,3.45,0.166666667,152.6666667,6,18.30312876,220.7896142,1,1.141884697,0,
MI-006,3/21/2022,E-commerce,PL-South,130,133.7142857,1,6.385714286,2,138,False,12,3,2022,0,0,0,9,Growth,150,71,90,40.91454509,79,103,6.385714286,0.142857143,133.7142857,7,12.74320629,174.3105881,1,1.132560828,0,
MI-006,3/21/2022,Retail,PL-Central,109,156.5,1,6.375,3.75,167,False,12,3,2022,0,0,0,9,Growth,75,59,72,10.42433051,16,147,6.375,0.25,156.5,4,15.75030229,189.2476066,1,1.136180786,0,
MI-006,3/21/2022,E-commerce,PL-Central,149,142.8333333,1,6.453333333,2.833333333,173,False,12,3,2022,0,0,0,9,Growth,67,80,70,28.15433655,-13,93,6.453333333,0.333333333,142.8333333,6,-1.189309248,143.6968603,1,1.122449856,0,
MI-006,3/21/2022,Discount,PL-Central,89,116.7142857,1,4.917142857,2.428571429,121,False,12,3,2022,0,0,0,9,Growth,88,59,82.75,19.61929323,29,141,4.917142857,0.142857143,116.7142857,7,15.32944203,99.9234896,1,1.035835189,0,
MI-006,3/21/2022,Retail,PL-North,165,176.2857143,1,3.168571429,3.428571429,100,False,12,3,2022,0,0,0,9,Growth,116,66,94.75,25.76011128,50,86,3.168571429,0.142857143,176.2857143,7,18.70198312,207.1734521,1,1.139244869,0,
MI-006,3/21/2022,Discount,PL-South,152,133.4285714,1,5.56,2.571428571,252,False,12,3,2022,0,0,0,9,Growth,140,76,96.25,30.90172595,64,178,5.56,0.285714286,133.4285714,7,2.690883593,130.8384838,1,1.114471702,0,
MI-006,3/28/2022,E-commerce,PL-South,103,186.4,0,3.976,3.4,165,False,13,3,2022,0,0,0,10,Growth,130,150,107.75,38.30034813,-20,111,3.976,0,186.4,5,8.346820208,177.242673,1,1.132587265,0,
MI-006,3/28/2022,Retail,PL-South,128,184,0,6.248333333,3,180,False,13,3,2022,0,0,0,10,Growth,124,100,99.25,27.31757676,24,117,6.248333333,0,184,6,18.91544779,219.6317073,1,1.141901288,0,
MI-006,3/28/2022,Discount,PL-Central,141,160.3333333,1,6.36,2.333333333,122,False,13,3,2022,0,0,0,10,Growth,89,88,85.5,19.50213664,1,118,6.36,0.166666667,160.3333333,6,19.00004581,98.00895771,1,1.038918203,0,
MI-006,3/28/2022,Discount,PL-South,178,160,1,4.51,2.857142857,162,False,13,3,2022,0,0,0,10,Growth,152,140,116,35.92584956,12,136,4.51,0.285714286,160,7,5.285270761,130.3045986,1,1.114536955,0,
MI-006,3/28/2022,E-commerce,PL-North,95,169.4,0,6.418,2.8,187,False,13,3,2022,0,0,0,10,Growth,112,44,79,28.36664708,68,152,6.418,0,169.4,5,0.609477542,161.9744381,1,1.128170576,0,
MI-006,3/28/2022,Discount,PL-North,112,157.5,0,4.331666667,2.333333333,198,False,13,3,2022,0,0,0,10,Growth,78,97,77.5,18.26654501,-19,97,4.331666667,0,157.5,6,12.79866177,115.146772,1,1.101124916,0,
MI-006,3/28/2022,Retail,PL-Central,147,147.1428571,1,5.508571429,2.714285714,106,False,13,3,2022,0,0,0,10,Growth,109,75,78.25,21.56192632,34,117,5.508571429,0.142857143,147.1428571,7,12.60744751,190.9636319,1,1.136202849,0,
MI-006,3/28/2022,Retail,PL-North,86,114.5,0,3.395,3.333333333,196,False,13,3,2022,0,0,0,10,Growth,165,116,116,40.42276586,49,59,3.395,0,114.5,6,19.31183132,206.9404611,1,1.1392638,0,
MI-006,3/28/2022,E-commerce,PL-Central,93,150.6666667,0,5.465,3.5,199,False,13,3,2022,0,0,0,10,Growth,149,67,99,35.99073955,82,119,5.465,0,150.6666667,6,-0.087634281,144.0158641,1,1.122493668,0,
MI-006,4/4/2022,E-commerce,PL-South,111,158.25,1,4.555,4.5,255,True,14,4,2022,1,0,0,11,Growth,103,130,113.5,34.25881882,-27,157,4.555,0.25,158.25,4,6.731205315,174.7993793,1,1.132613668,1.19822756,
MI-006,4/4/2022,E-commerce,PL-North,152,140.8571429,1,4.257142857,2.428571429,230,True,14,4,2022,1,0,0,11,Growth,95,112,81,29.38253449,-17,81,4.257142857,0.142857143,140.8571429,7,-0.721542311,158.5643258,1,1.128203498,1.129740179,
MI-006,4/4/2022,Discount,PL-North,97,128.8,1,5.5,3,185,True,14,4,2022,1,0,0,11,Growth,112,78,85,25.46893533,34,148,5.5,0.2,128.8,5,11.91611618,116.3963874,1,1.101251901,0.948586905,
MI-006,4/4/2022,Discount,PL-South,136,139,0,6.272857143,3.142857143,115,True,14,4,2022,1,0,0,11,Growth,178,152,136.5,43.33974312,26,105,6.272857143,0,139,7,3.431995449,130.868461,1,1.114601996,1.171452225,
MI-006,4/4/2022,Retail,PL-North,59,119.5,0,5.905,2.25,197,True,14,4,2022,1,0,0,11,Growth,86,165,108.25,43.05326159,-79,158,5.905,0,119.5,4,20.61365379,204.4004188,1,1.139282712,0.993521016,
MI-006,4/4/2022,Retail,PL-Central,117,196.2,0,4.892,2.6,266,True,14,4,2022,1,0,0,11,Growth,147,109,97.5,39.03417306,38,217,4.892,0,196.2,5,14.66542922,191.5868874,1,1.136224888,1.180213128,
MI-006,4/4/2022,E-commerce,PL-Central,119,136.6666667,1,5.255,3.666666667,177,True,14,4,2022,1,0,0,11,Growth,93,149,97.25,36.09593698,-56,93,5.255,0.166666667,136.6666667,6,-1.262281658,145.9671267,1,1.122537384,0.96767315,
MI-006,4/4/2022,Discount,PL-Central,118,145.3333333,1,7.08,2,133,True,14,4,2022,1,0,0,11,Growth,141,89,94.25,34.13087556,52,140,7.08,0.333333333,145.3333333,6,18.63625958,100.1537556,1,1.041588831,1.04781048,
MI-006,4/4/2022,Retail,PL-South,117,172.8,0,5.324,2.2,100,True,14,4,2022,1,0,0,11,Growth,128,124,103.25,30.76117683,4,118,5.324,0,172.8,5,18.2971749,221.1346291,1,1.141917864,1.178009626,
MI-006,4/11/2022,E-commerce,PL-South,157,181.5714286,0,4.522857143,3.571428571,197,False,15,4,2022,0,0,0,12,Growth,111,103,123.5,20.98412098,8,160,4.522857143,0,181.5714286,7,4.065231609,176.4383919,1,1.132640036,0,
MI-006,4/11/2022,E-commerce,PL-North,81,96.75,1,7.0625,3.5,174,False,15,4,2022,0,0,0,12,Growth,152,95,100.75,44.74650824,57,204,7.0625,0.25,96.75,4,-2.0182428,163.9377485,1,1.128236365,0,
MI-006,4/11/2022,Discount,PL-North,148,148.5714286,0,5.197142857,2.285714286,173,False,15,4,2022,0,0,0,12,Growth,97,112,96,13.92838828,-15,172,5.197142857,0,148.5714286,7,10.6062014,116.7553052,1,1.101378084,0,
MI-006,4/11/2022,Discount,PL-South,105,151.25,1,5.59,3,170,False,15,4,2022,0,0,0,12,Growth,136,178,151.5,18.92969449,-42,141,5.59,0.5,151.25,4,6.173414351,132.1175975,1,1.114666826,0,
MI-006,4/11/2022,Retail,PL-Central,217,167.4285714,1,6.722857143,2.857142857,202,False,15,4,2022,0,0,0,12,Growth,117,147,112,29.59729717,-30,137,6.722857143,0.428571429,167.4285714,7,13.36138291,190.3792382,1,1.136246902,0,
MI-006,4/11/2022,Discount,PL-Central,140,174,1,6.301666667,4.5,183,False,15,4,2022,0,0,0,12,Growth,118,141,109,25.46893533,-23,182,6.301666667,0.166666667,174,6,17.52562708,101.191804,1,1.043944492,0,
MI-006,4/11/2022,E-commerce,PL-Central,93,119.3333333,1,4.446666667,3.5,171,False,15,4,2022,0,0,0,12,Growth,119,93,107,35.13782387,26,124,4.446666667,0.166666667,119.3333333,6,-0.180636385,146.308725,1,1.122581004,0,
MI-006,4/11/2022,Retail,PL-South,118,135.7142857,0,4.425714286,2.571428571,214,False,15,4,2022,0,0,0,12,Growth,117,128,117.25,12.36594787,-11,239,4.425714286,0,135.7142857,7,18.7150668,218.0642523,1,1.141934428,0,
MI-006,4/11/2022,Retail,PL-North,158,185.2,1,2.656,3.4,209,False,15,4,2022,0,0,0,12,Growth,59,86,106.5,45.4202598,-27,149,2.656,0.2,185.2,5,19.04523889,206.6297324,1,1.139301607,0,
MI-006,4/18/2022,Discount,PL-Central,182,163,1,4.806666667,3.666666667,169,False,16,4,2022,0,0,0,13,Mature,140,118,122,24.42676128,22,139,4.806666667,0.333333333,163,6,19.66840032,99.42108843,1,1.046051702,0,
MI-006,4/18/2022,Retail,PL-South,239,210.6666667,1,5.213333333,2.166666667,103,False,16,4,2022,0,0,0,13,Mature,118,117,121.75,5.188127472,1,154,5.213333333,0.5,210.6666667,6,17.82318083,220.8033755,1,1.141950977,0,
MI-006,4/18/2022,Discount,PL-South,141,164,0,5.96,3,245,False,16,4,2022,0,0,0,13,Mature,105,136,142.75,30.54368456,-31,121,5.96,0,164,6,6.150662151,129.8934574,1,1.114731446,0,
MI-006,4/18/2022,Retail,PL-North,149,154.5714286,1,5.484285714,2.285714286,142,False,16,4,2022,0,0,0,13,Mature,158,59,117,52.63078947,99,124,5.484285714,0.142857143,154.5714286,7,16.92918598,206.7113966,1,1.139320484,0,
MI-006,4/18/2022,E-commerce,PL-South,160,146.1428571,1,5.068571429,2.714285714,149,False,16,4,2022,0,0,0,13,Mature,157,111,125.25,24.00520777,46,138,5.068571429,0.142857143,146.1428571,7,5.369817352,175.5713815,1,1.132666369,0,
MI-006,4/18/2022,Retail,PL-Central,137,150.6,1,4.268,2.6,172,False,16,4,2022,0,0,0,13,Mature,217,117,147.5,49.13586606,100,108,4.268,0.2,150.6,5,14.45024889,188.2957861,1,1.136268892,0,
MI-006,4/18/2022,E-commerce,PL-North,204,190,1,5.41,3,198,False,16,4,2022,0,0,0,13,Mature,81,152,110,30.73543015,-71,203,5.41,0.166666667,190,6,2.534648293,161.9560568,1,1.128269179,0,
MI-006,4/18/2022,E-commerce,PL-Central,124,149,0,5.086666667,3.666666667,211,False,16,4,2022,0,0,0,13,Mature,93,119,113.5,26.65207934,-26,159,5.086666667,0,149,6,-0.651377095,144.3188093,1,1.12262453,0,
MI-006,4/18/2022,Discount,PL-North,172,189,1,5.191666667,3.833333333,123,False,16,4,2022,0,0,0,13,Mature,148,97,108.75,29.63528303,51,180,5.191666667,0.166666667,189,6,14.53087928,115.9884069,1,1.101503476,0,
MI-006,4/25/2022,E-commerce,PL-South,138,137.1666667,1,5.088333333,2.5,166,True,17,4,2022,1,0,0,14,Mature,160,157,132.75,29.93743476,3,106,5.088333333,0.166666667,137.1666667,6,2.505316678,176.6031874,1,1.132692667,0.93077641,
MI-006,4/25/2022,E-commerce,PL-Central,159,174.8571429,1,6.134285714,2.714285714,213,True,17,4,2022,1,0,0,14,Mature,124,93,107.25,16.58061117,31,137,6.134285714,0.142857143,174.8571429,7,4.71724904,146.8950383,1,1.122667961,1.022816205,
MI-006,4/25/2022,Retail,PL-North,124,152.5,1,5.303333333,1.833333333,174,True,17,4,2022,1,0,0,14,Mature,149,158,113,48.18713521,-9,159,5.303333333,0.166666667,152.5,6,17.78877465,204.8517367,1,1.139339343,1.037512253,
MI-006,4/25/2022,Retail,PL-Central,108,149,1,5.026666667,3.666666667,229,True,17,4,2022,1,0,0,14,Mature,137,217,154.5,43.4932945,-80,153,5.026666667,0.166666667,149,6,9.538332648,191.1989481,1,1.136290858,0.834452856,
MI-006,4/25/2022,Discount,PL-North,180,154.7142857,1,4.29,2.285714286,176,True,17,4,2022,1,0,0,14,Mature,172,148,132.25,34.06244266,24,98,4.29,0.285714286,154.7142857,7,13.18520922,117.4775301,1,1.101628087,1.096656581,
MI-006,4/25/2022,Retail,PL-South,154,144.5714286,1,5.571428571,3,149,True,17,4,2022,1,0,0,14,Mature,239,118,150.5,59.20867054,121,99,5.571428571,0.142857143,144.5714286,7,22.62436511,221.2278212,1,1.141967513,1.000231727,
MI-006,4/25/2022,E-commerce,PL-North,203,171.2857143,1,5.42,3.285714286,144,True,17,4,2022,1,0,0,14,Mature,204,81,133,56.42103627,123,119,5.42,0.142857143,171.2857143,7,1.054459744,161.2232389,1,1.128301939,1.095180379,
MI-006,4/25/2022,Discount,PL-South,121,142.4285714,0,5.764285714,2.428571429,192,True,17,4,2022,1,0,0,14,Mature,141,105,140,29.92212114,36,161,5.764285714,0,142.4285714,7,7.280321552,132.1398786,1,1.114795858,0.865116396,
MI-006,4/25/2022,Discount,PL-Central,139,177.1666667,0,5.003333333,3.833333333,166,True,17,4,2022,1,0,0,14,Mature,182,140,145.25,26.70049937,42,193,5.003333333,0,177.1666667,6,18.65503589,101.1833599,1,1.047957905,1.145773299,
MI-006,5/2/2022,Retail,PL-South,99,169.75,1,4.465,3,201,True,18,5,2022,1,0,0,15,Mature,154,239,157,57.31201154,-85,149,4.465,0.25,169.75,4,18.06129389,221.9242701,1,1.141984035,1.058290017,
MI-006,5/2/2022,Retail,PL-North,159,203.1666667,0,6.403333333,2.5,92,True,18,5,2022,1,0,0,15,Mature,124,149,122.5,44.71017781,-25,172,6.403333333,0,203.1666667,6,11.40783354,206.9187776,1,1.139358184,1.030237371,
MI-006,5/2/2022,Discount,PL-North,98,170,0,4.3025,1.75,118,False,18,5,2022,1,0,0,15,Mature,180,172,149.25,37.3931812,8,179,4.3025,0,170,4,16.86127437,114.9583109,1,1.101751927,0.997027628,
MI-006,5/2/2022,E-commerce,PL-Central,137,143.1428571,0,5.262857143,3,192,True,18,5,2022,1,0,0,15,Mature,159,124,123.75,27.14620907,35,161,5.262857143,0,143.1428571,7,2.567787846,145.6169389,1,1.122711298,0.892552255,
MI-006,5/2/2022,Retail,PL-Central,153,123.5714286,1,5.475714286,3,230,True,18,5,2022,1,0,0,15,Mature,108,137,144.75,49.66806486,-29,73,5.475714286,0.285714286,123.5714286,7,9.123358689,191.5367386,1,1.1363128,1.125754712,
MI-006,5/2/2022,E-commerce,PL-North,119,155,0,4.06,3.6,52,True,18,5,2022,1,0,0,15,Mature,203,204,160,57.99425259,-1,202,4.06,0,155,5,-0.083377006,161.045106,1,1.128334646,0.944189802,
MI-006,5/2/2022,Discount,PL-South,161,158,0,5.81,3,215,True,18,5,2022,1,0,0,15,Mature,121,141,125.75,16.23524972,-20,116,5.81,0,158,7,10.44279848,132.4171151,1,1.114860064,1.038085134,
MI-006,5/2/2022,E-commerce,PL-South,106,113.8571429,0,5.917142857,3.142857143,191,True,18,5,2022,1,0,0,15,Mature,138,160,141.5,22.54624876,-22,152,5.917142857,0,113.8571429,7,2.69790724,175.555886,1,1.132718931,0.922297583,
MI-006,5/2/2022,Discount,PL-Central,193,188.1666667,1,5.841666667,1.5,247,True,18,5,2022,1,0,0,15,Mature,139,182,144.75,26.82505048,-43,41,5.841666667,0.333333333,188.1666667,6,19.01082354,101.0846902,1,1.049698133,1.034774603,
MI-006,5/9/2022,E-commerce,PL-North,202,182.5714286,1,5.292857143,3,177,False,19,5,2022,0,0,0,16,Mature,119,203,151.75,61.73802178,-84,204,5.292857143,0.142857143,182.5714286,7,0.492864198,161.4855541,1,1.128367299,0,
MI-006,5/9/2022,E-commerce,PL-Central,161,169,0,6.124285714,2.857142857,180,False,19,5,2022,0,0,0,16,Mature,137,159,128.25,27.58471799,-22,213,6.124285714,0,169,7,2.319185156,146.346793,1,1.122754541,0,
MI-006,5/9/2022,Retail,PL-Central,73,114,0,4.768,2.6,277,False,19,5,2022,0,0,0,16,Mature,153,108,153.75,46.0968184,45,83,4.768,0,114,5,7.980918883,191.6042948,1,1.136334718,0,
MI-006,5/9/2022,Discount,PL-North,179,168.7142857,1,6.357142857,1.714285714,213,False,19,5,2022,0,0,0,16,Mature,98,180,149.5,36.9278576,-82,161,6.357142857,0.142857143,168.7142857,7,18.36911995,116.0063405,1,1.101875004,0,
